run,seed,UAR,accuracy,HC_f1,MCI_f1,Dementia_f1,macro_f1,weighted_f1
run_0,24,0.7279,0.7068,0.63,0.6863,0.8594,0.7252,0.706
run_1,25,0.7246,0.7218,0.7069,0.6782,0.8095,0.7315,0.7226
run_2,26,0.7306,0.6842,0.4935,0.7064,0.8531,0.6843,0.6548
run_3,27,0.7418,0.7256,0.6847,0.6667,0.8722,0.7412,0.7251
run_4,28,0.7091,0.6992,0.6667,0.6522,0.8254,0.7147,0.7011
mean,-,0.7268,0.7075,0.6364,0.678,0.8439,0.7194,0.7019
std,-,0.0106,0.0151,0.0757,0.0183,0.023,0.0195,0.0253
